Date,Close,High,Low,Open,Volume
2025-11-27,1177.699951171875,1192.9000244140625,1168.300048828125,1187.0,1118308
2025-11-28,1172.4000244140625,1182.0999755859375,1165.699951171875,1177.0999755859375,1020242
2025-12-01,1163.800048828125,1178.0,1159.5999755859375,1172.4000244140625,487062
2025-12-02,1162.199951171875,1173.0999755859375,1156.199951171875,1160.0,708989
2025-12-03,1140.0,1163.4000244140625,1133.5999755859375,1159.800048828125,716554
2025-12-04,1148.4000244140625,1154.0,1137.0999755859375,1153.0,703643
2025-12-05,1162.9000244140625,1165.300048828125,1140.0999755859375,1148.4000244140625,699541
2025-12-08,1145.800048828125,1171.0,1142.300048828125,1162.9000244140625,590111
2025-12-09,1146.699951171875,1151.0999755859375,1131.9000244140625,1140.5999755859375,851746
2025-12-10,1140.0999755859375,1156.699951171875,1138.300048828125,1141.0999755859375,342793
2025-12-11,1142.0999755859375,1154.199951171875,1135.0,1136.0999755859375,616435
2025-12-12,1149.300048828125,1151.0,1138.0,1142.0999755859375,751834
2025-12-15,1157.4000244140625,1169.4000244140625,1140.0999755859375,1143.0,1037323
2025-12-16,1169.9000244140625,1176.699951171875,1153.4000244140625,1157.4000244140625,1181775
2025-12-17,1179.800048828125,1187.9000244140625,1170.0,1170.0,1502200
2025-12-18,1171.5,1183.5999755859375,1168.0,1176.9000244140625,568209
2025-12-19,1184.0,1186.300048828125,1169.5999755859375,1171.5,598033
2025-12-22,1178.800048828125,1188.699951171875,1174.0999755859375,1184.0,670307
2025-12-23,1185.5999755859375,1187.300048828125,1171.0,1178.800048828125,805182
2025-12-24,1179.199951171875,1189.5,1171.4000244140625,1187.300048828125,530345
2025-12-26,1175.699951171875,1179.800048828125,1172.0,1173.5999755859375,322741
2025-12-29,1195.199951171875,1200.9000244140625,1170.5,1174.0,1806020
2025-12-30,1179.0,1201.800048828125,1171.0999755859375,1200.699951171875,2256987
2025-12-31,1192.0,1195.0999755859375,1172.5999755859375,1179.0,960678
2026-01-01,1176.9000244140625,1195.5,1173.300048828125,1192.0,947192
2026-01-02,1170.699951171875,1185.699951171875,1168.4000244140625,1176.9000244140625,955406
2026-01-05,1182.0999755859375,1191.0,1165.0,1165.0,1521762
2026-01-06,1210.4000244140625,1215.0,1182.0999755859375,1182.0999755859375,1202300
2026-01-07,1212.5999755859375,1220.9000244140625,1205.300048828125,1216.4000244140625,1021615
2026-01-08,1197.4000244140625,1212.0,1193.0,1212.0,562710
2026-01-09,1175.9000244140625,1207.800048828125,1173.800048828125,1197.300048828125,555547
2026-01-12,1192.300048828125,1196.699951171875,1173.5,1173.5,663978
2026-01-13,1189.4000244140625,1198.300048828125,1181.300048828125,1190.0,598454
2026-01-14,1171.4000244140625,1191.0,1168.5999755859375,1189.4000244140625,577684
2026-01-15,1171.4000244140625,1171.4000244140625,1171.4000244140625,1171.4000244140625,0
2026-01-16,1189.0999755859375,1199.699951171875,1166.300048828125,1171.300048828125,1250225
2026-01-19,1180.199951171875,1188.5999755859375,1174.0,1180.199951171875,547580
2026-01-20,1185.0,1203.9000244140625,1176.300048828125,1180.0,2027446
2026-01-21,1163.5999755859375,1197.5,1158.699951171875,1180.5,946906
2026-01-22,1175.199951171875,1188.5,1163.699951171875,1165.4000244140625,1495139
2026-01-23,1153.5,1187.800048828125,1149.699951171875,1178.5,1456971
2026-01-27,1187.4000244140625,1200.0,1149.5,1158.5999755859375,3844021
2026-01-28,1131.800048828125,1192.699951171875,1114.0,1190.0,4560055
2026-01-29,1107.199951171875,1131.4000244140625,1100.0999755859375,1130.0,2786421
2026-01-30,1133.9000244140625,1138.9000244140625,1100.0999755859375,1106.5,2570464
2026-02-02,1125.4000244140625,1132.699951171875,1084.0,1092.9000244140625,1776779
2026-02-03,1155.4000244140625,1180.9000244140625,1136.0999755859375,1148.9000244140625,1254462
2026-02-04,1153.0,1170.699951171875,1145.9000244140625,1154.0,1109383
2026-02-05,1155.9000244140625,1163.5999755859375,1145.300048828125,1149.5,1162295
2026-02-06,1159.300048828125,1162.0,1146.0,1146.0,830634
2026-02-09,1167.199951171875,1175.0,1156.0,1159.300048828125,1105510
2026-02-10,1152.199951171875,1167.800048828125,1148.5999755859375,1167.199951171875,978264
2026-02-11,1152.5999755859375,1166.199951171875,1150.199951171875,1157.5999755859375,751635
2026-02-12,1149.300048828125,1157.0,1142.300048828125,1157.0,624666
2026-02-13,1132.199951171875,1154.0,1125.4000244140625,1148.9000244140625,525887
2026-02-16,1139.199951171875,1141.800048828125,1117.0999755859375,1128.5,780629
2026-02-17,1148.5,1151.0,1131.699951171875,1133.5,442621
2026-02-18,1169.699951171875,1173.199951171875,1145.800048828125,1148.0,641938
2026-02-19,1160.5,1169.0,1151.699951171875,1169.0,994383
2026-02-20,1156.199951171875,1168.5,1153.5,1162.0999755859375,484995
2026-02-23,1171.800048828125,1179.5,1155.199951171875,1156.199951171875,623773
2026-02-24,1178.0,1182.4000244140625,1160.699951171875,1161.0,625615
2026-02-25,1172.300048828125,1185.0,1161.0,1183.0999755859375,565726
2026-02-26,1159.5,1177.4000244140625,1153.5,1172.0,629003
2026-02-27,1141.0,1159.5,1134.9000244140625,1151.0999755859375,2035788
2026-03-02,1125.199951171875,1145.800048828125,1110.800048828125,1110.800048828125,1368110
2026-03-04,1110.5999755859375,1118.800048828125,1098.699951171875,1114.5,1221984
2026-03-05,1119.0999755859375,1123.699951171875,1095.800048828125,1112.300048828125,1368338
2026-03-06,1116.699951171875,1128.699951171875,1112.0999755859375,1119.0999755859375,919798
2026-03-09,1102.5,1106.9000244140625,1082.5,1086.699951171875,1007371
2026-03-10,1099.5,1111.0,1096.0,1102.4000244140625,1165119
2026-03-11,1073.4000244140625,1102.0999755859375,1070.199951171875,1102.0,1066872
2026-03-12,1057.800048828125,1072.800048828125,1051.4000244140625,1070.5,961388
2026-03-13,1083.5999755859375,1093.9000244140625,1048.0,1049.0,2855691
2026-03-16,1092.699951171875,1099.699951171875,1071.0,1083.5999755859375,1527989
2026-03-17,1078.0,1104.199951171875,1074.0,1092.699951171875,1998285
2026-03-18,1075.0999755859375,1085.199951171875,1068.0,1075.5999755859375,1092393
2026-03-19,1044.5999755859375,1067.9000244140625,1039.4000244140625,1055.0999755859375,747138
2026-03-20,1050.199951171875,1056.0,1043.5,1054.699951171875,2095970
2026-03-23,1023.5999755859375,1042.0,1019.5999755859375,1036.0999755859375,2006447
2026-03-24,1053.0999755859375,1059.5,1022.7999877929688,1030.9000244140625,1423695
2026-03-25,1056.0999755859375,1073.0,1050.5999755859375,1053.0999755859375,1566241
2026-03-27,1048.5,1057.5,1032.699951171875,1049.300048828125,1815831
2026-03-30,1014.7999877929688,1047.9000244140625,1010.7999877929688,1038.800048828125,1801570
2026-04-01,1023.7999877929688,1036.0,1013.0,1025.0,1309809
2026-04-02,1042.0,1046.0999755859375,1007.2000122070312,1020.0,2586178
2026-04-06,1055.199951171875,1063.5999755859375,1022.7000122070312,1043.0,2179297
2026-04-07,1062.0,1064.4000244140625,1034.5999755859375,1045.300048828125,1342335
2026-04-08,1068.5,1091.9000244140625,1066.0,1076.0,1950233
2026-04-09,1078.0,1087.0,1060.0999755859375,1062.5,2167226
2026-04-10,1093.699951171875,1095.800048828125,1079.0,1086.0999755859375,1580158
2026-04-13,1090.300048828125,1093.5,1073.800048828125,1075.5,1688476
2026-04-15,1094.199951171875,1108.300048828125,1091.699951171875,1098.199951171875,1384602
2026-04-16,1102.5999755859375,1105.0999755859375,1081.699951171875,1098.0,1439626
2026-04-17,1113.199951171875,1126.4000244140625,1091.0999755859375,1098.4000244140625,1287668
2026-04-20,1120.4000244140625,1129.5,1106.699951171875,1113.199951171875,1132404
2026-04-21,1142.0,1145.5999755859375,1120.5,1125.0,1072221
2026-04-22,1178.5999755859375,1194.9000244140625,1139.800048828125,1144.0,4284220
2026-04-23,1184.4000244140625,1188.9000244140625,1160.0999755859375,1178.0,1581113
2026-04-24,1174.0,1197.0,1162.0,1185.0,1235448
2026-04-27,1160.5,1183.9000244140625,1155.0,1168.0,1019797
2026-04-28,1147.699951171875,1159.800048828125,1144.0,1150.199951171875,1646292
2026-04-29,1168.0,1171.199951171875,1147.699951171875,1147.699951171875,1346355
2026-04-30,1144.5999755859375,1170.0,1139.4000244140625,1170.0,1433160
2026-05-01,1144.5999755859375,1144.5999755859375,1144.5999755859375,1144.5999755859375,0
2026-05-04,1160.4000244140625,1174.4000244140625,1149.699951171875,1149.699951171875,1313831
2026-05-05,1153.5,1166.800048828125,1149.0,1161.199951171875,1065572
2026-05-06,1152.199951171875,1166.9000244140625,1138.9000244140625,1160.0,1566762
2026-05-07,1151.699951171875,1162.199951171875,1135.5999755859375,1152.199951171875,1465163
2026-05-08,1176.199951171875,1194.0,1155.0,1155.0,3672201
